Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 20:26:18] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjM1YjgwMWZjLWIzNmQtNGYyOS05OGFlLTIzYjQ5M2ExMTEyMVwiIn0.Y7-60sBJ3rN2ZHDr0SdZNJ2AHlnT_0gfUfqy-R6PbWY&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjM1YjgwMWZjLWIzNmQtNGYyOS05OGFlLTIzYjQ5M2ExMTEyMVwiIn0.Y7-60sBJ3rN2ZHDr0SdZNJ2AHlnT_0gfUfqy-R6PbWY&channel_id=1&start=21389429 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjY3MDQ5NjI5LTUzZDctNGM4Yy1iODEzLWYxYjUzNjk2YmJkMFwiIn0.JtFNlbwfGUxCinn0ruKyMfYzN_PzAeQoNfJwXBnNZiQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:18] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjkwNjFhMDhjLTc5MWUtNGMyYS04ZjBlLTMzYzU0YTJhYmZmNlwiIn0.VIk9u3P2zQ8hbgluyBSv1SwU0l62i8b_a4i30lm835k&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjkwNjFhMDhjLTc5MWUtNGMyYS04ZjBlLTMzYzU0YTJhYmZmNlwiIn0.VIk9u3P2zQ8hbgluyBSv1SwU0l62i8b_a4i30lm835k&channel_id=1&start=0 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImYyNDE4M2RlLTlmZDAtNDAwYS05OGRjLWYzYTViZTNmZDYyYlwiIn0.bKaZEpjipS7GQwhI9asc-bgkBmkcCvkw2sQsns4fR1g&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImYyNDE4M2RlLTlmZDAtNDAwYS05OGRjLWYzYTViZTNmZDYyYlwiIn0.bKaZEpjipS7GQwhI9asc-bgkBmkcCvkw2sQsns4fR1g&channel_id=-1&start=0 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjE3MDMwODdjLWI1MjYtNDA2NC1hNTVkLTkxMDkxN2Q0ZmJlNFwiIn0.01FoPpJCjstSQDfKXCATNsdZVU_3EEowgWtu2ceEBCU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjE3MDMwODdjLWI1MjYtNDA2NC1hNTVkLTkxMDkxN2Q0ZmJlNFwiIn0.01FoPpJCjstSQDfKXCATNsdZVU_3EEowgWtu2ceEBCU&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjdlODIyNzAxLTQzMjEtNGViMy05MTdhLTRhMDJmODA4YmNjOFwiIn0.EOc0VvjY9cz6dMwWzMZISZE12TknVtj2GQW35iFyAwo&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjA5MmI3ZmIyLTQ3NDctNDlkMi05ZGZkLTc5YzJkZjk2MjBhZFwiIn0.qOzOjOCh4E63YIK-JSEKzBPltVFRBqFeKUNL3xyGvII&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjA5MmI3ZmIyLTQ3NDctNDlkMi05ZGZkLTc5YzJkZjk2MjBhZFwiIn0.qOzOjOCh4E63YIK-JSEKzBPltVFRBqFeKUNL3xyGvII&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjY3MWM1NDdiLTZkMzYtNDcwNy1iMjllLWM0N2QwYjE1YjU4N1wiIn0.-KlDrgpGT7rkdRT9PvSGfe-trVFmKstrd3isTwB5YoM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImM0MWQ5YTA5LTQ5NzctNGYyYy05ZWQ5LTc2MGYzNTJjY2MyNFwiIn0.BJkb94rz5uWWGirZc51N5cQQH0bnaksPvDpXlveCxbI&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOiJcImY5YzhkNGY3LTM4NmQtNGI1Mi05NWRkLWYyNWY0YTZiZDRjZFwiIn0.DGClEDQQifl7sOh26spLxEAKhACW_NbkWzk2xc17CwI&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOiJcImY5YzhkNGY3LTM4NmQtNGI1Mi05NWRkLWYyNWY0YTZiZDRjZFwiIn0.DGClEDQQifl7sOh26spLxEAKhACW_NbkWzk2xc17CwI&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjJjMTQ0MTU0LWZhNmQtNDY0OS04YmU0LTNmNDNhOWNjYzhkYVwiIn0.mktE-5-conqssgLnXIaudxwltRMYR8gt1DvDyzwc0R0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjAxNmYyYzEzLTkxMDctNGI3MC04ZmM5LTQxOTY1ZTFmY2RiZVwiIn0.LEupOQI5wKktZUnuC2lm8wIuS17MxQBuiVpNAwmbEKw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOiJcImRjMzkyMjM5LWVmNDYtNDk5OS04OGQ5LTg4NWU1YmFiNzYzZVwiIn0.BBuQfgFDFrdX0det-4eNXN83eEq4yncxzCo9xSx-NFw&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjkwNmI5NjNhLTdhMjktNDc1My05ZjEyLTdiZTlmZjc3MTgxN1wiIn0.5WDoQ_gqGs96oZ4_DVgwI5oqlUDoTcLO7XopvLdOr3A&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjkzZmEwZDliLTc5NTQtNDg5MC1hZTkwLTAyYWViODc3MmQ3YVwiIn0.SAVvZ9NJl7xQvcM0FQ-Kvjc6Vh1MIcHigODNGHRDmrQ&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjdjNWRhNTNkLWQ2NTItNDhkYi1iMjkyLTljM2FiNDAzYzAxN1wiIn0.YeDLwRIF0ttjKXHo2elwbqnlq-wPsKQ79394U5gq1M8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjRkZmI2YTUwLTA0MjYtNGNhYy05YjUyLTQ0ZmRmZDZmZTU0MlwiIn0.e6th4RUVHaz-3tUnyyQ4z3eZpOUNJuRXRobnipgX7OM&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjk2Yzk2MzE0LWZiMTItNDM0NS05ZGFiLTk3ZmYzMjc3Y2IyNlwiIn0.Bj0IWlCkZnRSQyiMm1_nPzjRfH2MnBiq5x-kKepzt0s&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjMyMjQxMDUwLTczODMtNDZjMS1iYTc5LTMxNmJiZjY3NjI1Y1wiIn0.aeY7XZRZwAjfxgoerR344yo8Oexyv_K14b9IZXSFgyU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjVlMzVmNDNmLWVjM2UtNDExNC1iZTE0LWIwYjFiOTExMWRmN1wiIn0.MJoRvcpcoBG1lyeDY4PUJw-r09nXO-8ftb5Ddo3UWgc&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjgyZTA5NTgxLWRkYzktNDNiOS1hYTlkLWIyYTQ0NGJmNzNhYVwiIn0.ySR0yMFpTWiEBebG4JEdXXovv3AWlTs-6r_TfO04atc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjU3YjJjMmFiLWY5ZGMtNDVkOC04NDZhLTliODYwMTU0MmJjN1wiIn0.YTOnxzN-Y8gC_ef7-lYWROA0A8UZNreTi22ZpKDkDYk&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImY5ZDQ0N2RkLWZiOTYtNDA3MC05YzIwLTg1NjBhMWQ5ZTczOVwiIn0._wK2ZCO88MQry5Rf3BeDxAGV8cRrnXgR597kQTqpXdU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImMyNzk4NTE0LWExNDMtNDJjMy04NGEyLTM5MzRiYzgxYzNhOVwiIn0.3p6JA04JdqNiUIciTJlIW4nxZiQSmKZOVPvB7k7_fkU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjRiODcyNjY1LTY3MmItNDUxNy05YWM0LTViODU1ODhiNzY4OVwiIn0.TzeIL8KOoZ_r4BLKtnfB1q3yVjcp8XCs-OBaIbHXYfY&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjBlYWJjNmU3LTRmMTUtNGE3MC05YWM0LWI3OThkZjU4NDM3NFwiIn0.Vj89UQ2LeHeMIiZA1gvKTrHNlFATwq2q7T4--lgebi8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjk1N2Q4ZjI5LTdhYWQtNGQ0NS1iMjgyLTE5YzVkMjI0OTRhNVwiIn0.u-tAUBiuM4wU9u1m6CZPGUP9L1-e_s_0ne_JCoM5Hes&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImZjNWViOGE5LWUwYTUtNDMzMC05MjY1LTJiMWMwMWQ1ZjQzMVwiIn0.-LjQ3Ll9wCP6WTn0aRaR26bIuMLeaupX-h_oekRG9nQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImQzZGZkMDkwLTg1MzktNGZkOC05ODI5LTA3ODkxZDI1YzkyMFwiIn0.Q8782dVXm-T4w0EeUJWldd8BUEZQDKKX7-yRiqL8cg8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImZjNWViOGE5LWUwYTUtNDMzMC05MjY1LTJiMWMwMWQ1ZjQzMVwiIn0.-LjQ3Ll9wCP6WTn0aRaR26bIuMLeaupX-h_oekRG9nQ&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjVjYzcxYTI4LWYxZjctNDZjOS1hMmE4LWQxNWY4YTg1ZjY1NlwiIn0.i5ZO_XdiYc0YVNCHPR2Q8Hi6uiR9Kvt2XHBhxYBQfq0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjJjOGY1NTBhLWRiMzctNDUyYi05MTczLThmNmViNDQ2N2M4ZVwiIn0.mEcbqXybqwJ7zUQ0FKDEjPrbjZ9MTPZthEb542na7eY&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjVjYzcxYTI4LWYxZjctNDZjOS1hMmE4LWQxNWY4YTg1ZjY1NlwiIn0.i5ZO_XdiYc0YVNCHPR2Q8Hi6uiR9Kvt2XHBhxYBQfq0&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /channel/join/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:19] "POST /auth/register/v2 HTTP/1.1" 200 -
